Sex,Length,Diameter,Height,Whole weightShucked weight,Viscera weight,Shell weight,Rings,Age
I,0.340,0.265,0.070,0.185,0.063,0.040,0.070,7
I,0.370,0.290,0.080,0.255,0.108,0.057,0.070,6
I,0.380,0.285,0.085,0.237,0.115,0.041,0.070,6
I,0.390,0.295,0.100,0.279,0.116,0.059,0.080,7
I,0.405,0.310,0.065,0.321,0.158,0.066,0.088,6
I,0.415,0.325,0.100,0.334,0.145,0.072,0.095,7
I,0.440,0.335,0.110,0.389,0.175,0.084,0.111,7
I,0.440,0.345,0.115,0.545,0.269,0.111,0.131,6
I,0.440,0.325,0.100,0.417,0.185,0.087,0.110,6
I,0.440,0.355,0.120,0.495,0.231,0.110,0.125,7
I,0.450,0.350,0.125,0.478,0.224,0.089,0.118,6
I,0.450,0.350,0.120,0.468,0.201,0.107,0.133,8
F,0.455,0.350,0.120,0.456,0.195,0.105,0.138,7
F,0.460,0.350,0.115,0.460,0.203,0.112,0.117,6
I,0.460,0.345,0.120,0.416,0.198,0.089,0.107,7
I,0.460,0.345,0.115,0.422,0.190,0.102,0.111,6
I,0.465,0.355,0.110,0.474,0.230,0.101,0.120,7
M,0.465,0.340,0.105,0.486,0.231,0.104,0.123,9
I,0.475,0.385,0.110,0.574,0.311,0.103,0.136,7
I,0.475,0.355,0.105,0.468,0.201,0.112,0.120,8
M,0.480,0.370,0.100,0.514,0.243,0.102,0.135,8
M,0.500,0.375,0.145,0.622,0.274,0.166,0.149,7
I,0.500,0.380,0.110,0.494,0.218,0.090,0.133,7
I,0.505,0.385,0.120,0.601,0.239,0.142,0.185,7
M,0.515,0.395,0.120,0.646,0.285,0.137,0.172,9
M,0.525,0.415,0.135,0.795,0.394,0.189,0.202,7
M,0.525,0.425,0.125,0.812,0.404,0.171,0.195,8
F,0.530,0.420,0.170,0.828,0.410,0.208,0.151,6
M,0.530,0.410,0.140,0.681,0.310,0.142,0.184,6
F,0.530,0.405,0.150,0.889,0.406,0.228,0.215,8
M,0.540,0.435,0.140,0.735,0.330,0.160,0.213,9
F,0.550,0.425,0.125,0.964,0.548,0.159,0.215,8
F,0.555,0.425,0.140,0.963,0.440,0.224,0.240,7
F,0.570,0.445,0.150,0.995,0.504,0.185,0.251,9
F,0.570,0.435,0.140,0.859,0.391,0.196,0.230,8
M,0.575,0.450,0.155,0.948,0.429,0.206,0.259,7
F,0.580,0.445,0.145,0.888,0.410,0.182,0.243,8
F,0.585,0.450,0.160,0.905,0.405,0.222,0.234,8
M,0.590,0.465,0.140,1.046,0.470,0.263,0.263,7
F,0.595,0.470,0.155,1.178,0.542,0.269,0.310,9
F,0.595,0.465,0.150,1.077,0.491,0.220,0.287,9
F,0.595,0.465,0.150,1.026,0.412,0.275,0.289,11
F,0.600,0.460,0.145,0.933,0.399,0.225,0.248,8
F,0.600,0.460,0.150,1.235,0.603,0.274,0.290,8
M,0.600,0.460,0.150,1.247,0.534,0.274,0.290,9
M,0.610,0.480,0.150,1.150,0.564,0.274,0.264,8
F,0.615,0.485,0.160,1.158,0.501,0.250,0.315,10
F,0.615,0.500,0.165,1.327,0.600,0.302,0.355,10
M,0.615,0.470,0.155,1.200,0.509,0.320,0.292,8
F,0.620,0.510,0.175,1.271,0.542,0.323,0.323,9
F,0.620,0.485,0.175,1.216,0.545,0.253,0.345,10
F,0.620,0.475,0.160,1.325,0.687,0.233,0.328,9
M,0.625,0.480,0.170,1.356,0.671,0.268,0.339,10
F,0.625,0.490,0.165,1.127,0.477,0.237,0.319,9
F,0.625,0.490,0.175,1.108,0.449,0.217,0.360,8
F,0.630,0.495,0.200,1.426,0.659,0.336,0.380,11
F,0.630,0.495,0.145,1.147,0.546,0.266,0.289,9
M,0.630,0.480,0.165,1.286,0.604,0.271,0.350,8
F,0.635,0.495,0.180,1.596,0.617,0.317,0.370,11
F,0.635,0.495,0.195,1.297,0.556,0.299,0.370,11
M,0.645,0.490,0.160,1.251,0.536,0.335,0.317,9
M,0.645,0.500,0.175,1.511,0.674,0.376,0.378,12
F,0.650,0.500,0.185,1.442,0.741,0.296,0.341,9
M,0.670,0.520,0.190,1.639,0.812,0.369,0.391,9
F,0.690,0.545,0.205,1.933,0.786,0.429,0.498,13
M,0.690,0.540,0.185,1.710,0.773,0.386,0.433,8
F,0.695,0.550,0.155,1.850,0.767,0.442,0.418,10
M,0.695,0.525,0.175,1.742,0.696,0.389,0.505,12
F,0.700,0.575,0.205,1.798,0.730,0.394,0.517,13
F,0.705,0.560,0.205,2.381,0.992,0.501,0.624,10
M,0.765,0.585,0.180,2.398,1.128,0.512,0.534,12
M,0.770,0.600,0.215,2.195,1.052,0.482,0.584,10
I,0.220,0.160,0.050,0.049,0.022,0.010,0.015,4
I,0.275,0.205,0.070,0.106,0.495,0.019,0.032,5
I,0.290,0.210,0.060,0.105,0.042,0.022,0.035,5
I,0.330,0.240,0.075,0.163,0.075,0.033,0.048,6
I,0.355,0.285,0.095,0.228,0.096,0.048,0.072,6
I,0.375,0.290,0.100,0.219,0.093,0.038,0.075,6
I,0.415,0.315,0.100,0.365,0.177,0.080,0.095,8
I,0.425,0.330,0.115,0.327,0.132,0.077,0.103,6
I,0.425,0.340,0.100,0.352,0.163,0.082,0.094,7
I,0.430,0.320,0.100,0.347,0.164,0.080,0.090,7
I,0.440,0.340,0.100,0.407,0.209,0.074,0.103,7
I,0.440,0.335,0.115,0.422,0.173,0.077,0.113,7
I,0.460,0.345,0.110,0.376,0.153,0.058,0.125,7
I,0.460,0.370,0.120,0.534,0.265,0.108,0.135,6
I,0.465,0.355,0.105,0.442,0.209,0.098,0.119,7
I,0.475,0.365,0.100,0.132,0.203,0.088,0.123,7
I,0.475,0.375,0.115,0.521,0.233,0.119,0.146,7
I,0.485,0.375,0.130,0.554,0.266,0.112,0.157,8
I,0.490,0.375,0.125,0.545,0.279,0.115,0.130,8
M,0.490,0.380,0.110,0.554,0.294,0.101,0.150,8
I,0.495,0.380,0.120,0.512,0.233,0.121,0.136,7
I,0.500,0.390,0.125,0.583,0.294,0.132,0.161,8
M,0.500,0.380,0.120,0.577,0.273,0.135,0.145,9
M,0.505,0.400,0.135,0.723,0.377,0.149,0.178,7
I,0.510,0.395,0.155,0.540,0.247,0.109,0.167,8
I,0.510,0.385,0.150,0.625,0.310,0.119,0.173,8
I,0.515,0.400,0.125,0.593,0.265,0.118,0.168,9
I,0.520,0.395,0.135,0.633,0.299,0.130,0.175,9
F,0.545,0.430,0.140,0.832,0.436,0.170,0.201,9
M,0.545,0.420,0.145,0.778,0.375,0.155,0.205,7
M,0.545,0.420,0.120,0.787,0.403,0.185,0.170,7
F,0.545,0.400,0.140,0.778,0.368,0.215,0.180,9
I,0.550,0.420,0.130,0.636,0.294,0.144,0.176,8
F,0.550,0.440,0.135,0.844,0.434,0.200,0.185,8
I,0.555,0.425,0.130,0.648,0.284,0.133,0.211,8
M,0.565,0.430,0.130,0.784,0.350,0.189,0.213,9
F,0.570,0.450,0.180,0.908,0.402,0.217,0.255,9
M,0.570,0.450,0.135,1.020,0.546,0.204,0.250,9
F,0.570,0.430,0.160,0.811,0.388,0.159,0.229,9
F,0.575,0.480,0.150,0.897,0.424,0.191,0.248,8
M,0.580,0.455,0.130,0.852,0.410,0.173,0.225,8
F,0.585,0.450,0.150,0.938,0.467,0.203,0.225,7
F,0.585,0.435,0.140,0.696,0.309,0.129,0.225,8
M,0.590,0.470,0.150,0.861,0.413,0.164,0.249,8
M,0.590,0.460,0.140,1.004,0.496,0.217,0.260,9
F,0.590,0.460,0.160,1.012,0.445,0.262,0.257,8
F,0.595,0.465,0.150,1.101,0.542,0.166,0.265,8
M,0.595,0.470,0.165,1.108,0.492,0.233,0.335,9
M,0.595,0.460,0.140,0.852,0.422,0.226,0.227,9
M,0.600,0.490,0.210,1.988,1.005,0.419,0.491,10
F,0.605,0.480,0.150,1.079,0.451,0.284,0.293,10
F,0.615,0.475,0.170,1.055,0.543,0.246,0.235,9
M,0.615,0.450,0.150,1.198,0.707,0.210,0.251,7
F,0.615,0.470,0.155,1.084,0.589,0.209,0.246,9
M,0.615,0.475,0.175,1.103,0.464,0.310,0.273,10
M,0.620,0.490,0.155,1.100,0.505,0.248,0.310,9
M,0.620,0.480,0.150,1.102,0.497,0.243,0.305,10
M,0.625,0.495,0.185,1.384,0.711,0.301,0.345,11
F,0.625,0.490,0.155,1.115,0.484,0.277,0.310,9
M,0.625,0.480,0.145,1.085,0.465,0.245,0.327,10
M,0.630,0.505,0.150,1.317,0.633,0.247,0.370,11
M,0.630,0.510,0.175,1.342,0.658,0.262,0.375,10
M,0.630,0.465,0.150,1.027,0.537,0.188,0.176,8
M,0.645,0.515,0.160,1.185,0.506,0.311,0.335,9
M,0.645,0.480,0.150,1.192,0.606,0.260,0.285,9
F,0.645,0.520,0.180,1.285,0.578,0.352,0.317,9
M,0.650,0.515,0.125,1.181,0.524,0.283,0.328,9
M,0.650,0.520,0.175,1.266,0.615,0.278,0.336,9
F,0.650,0.535,0.175,1.290,0.610,0.277,0.344,10
M,0.650,0.510,0.155,1.407,0.722,0.298,0.335,9
F,0.650,0.490,0.155,1.122,0.545,0.228,0.306,9
M,0.660,0.515,0.165,1.447,0.694,0.298,0.376,10
F,0.665,0.505,0.165,1.349,0.599,0.318,0.360,9
M,0.670,0.500,0.200,1.269,0.576,0.299,0.351,11
M,0.670,0.510,0.180,1.680,0.926,0.298,0.394,13
F,0.675,0.550,0.190,1.551,0.711,0.369,0.412,13
M,0.680,0.520,0.165,1.478,0.724,0.279,0.406,11
M,0.680,0.530,0.180,1.529,0.764,0.312,0.403,11
M,0.700,0.525,0.175,1.759,0.875,0.362,0.470,10
M,0.700,0.550,0.200,1.523,0.693,0.306,0.441,13
F,0.725,0.530,0.190,1.732,0.830,0.398,0.405,11
M,0.725,0.550,0.200,1.510,0.874,0.427,0.509,9
M,0.735,0.570,0.175,1.880,0.910,0.387,0.488,11
F,0.740,0.575,0.220,2.012,0.892,0.527,0.471,12
M,0.750,0.555,0.215,2.201,1.062,0.524,0.529,11
I,0.190,0.140,0.030,0.032,0.013,0.005,0.011,3
I,0.210,0.150,0.045,0.040,0.014,0.008,0.011,4
I,0.250,0.175,0.060,0.064,0.028,0.008,0.020,4
I,0.290,0.215,0.065,0.099,0.043,0.021,0.031,5
I,0.335,0.250,0.080,0.167,0.068,0.033,0.058,6
I,0.340,0.245,0.085,0.202,0.101,0.038,0.053,6
I,0.345,0.255,0.095,0.183,0.075,0.039,0.060,6
I,0.355,0.255,0.080,0.187,0.078,0.051,0.058,7
I,0.360,0.260,0.080,0.180,0.074,0.032,0.060,5
I,0.370,0.275,0.090,0.207,0.096,0.040,0.058,7
I,0.375,0.290,0.140,0.300,0.140,0.063,0.083,8
I,0.375,0.275,0.095,0.230,0.095,0.055,0.066,7
I,0.385,0.300,0.125,0.343,0.171,0.074,0.081,7
I,0.385,0.285,0.085,0.244,0.122,0.045,0.068,8
I,0.395,0.320,0.100,0.308,0.149,0.054,0.090,8
I,0.400,0.305,0.100,0.342,0.176,0.063,0.087,7
I,0.405,0.305,0.100,0.271,0.097,0.061,0.091,7
I,0.405,0.310,0.110,0.910,0.416,0.208,0.100,8
I,0.405,0.305,0.100,0.268,0.115,0.053,0.085,7
I,0.405,0.300,0.090,0.289,0.138,0.064,0.077,6
I,0.410,0.315,0.100,0.300,0.124,0.058,0.100,8
I,0.410,0.325,0.110,0.326,0.133,0.075,0.101,8
I,0.415,0.335,0.100,0.358,0.169,0.067,0.105,7
I,0.420,0.325,0.115,0.314,0.130,0.064,0.100,8
I,0.420,0.315,0.110,0.403,0.186,0.083,0.102,8
I,0.430,0.340,0.110,0.365,0.159,0.086,0.105,7
I,0.445,0.360,0.110,0.424,0.182,0.077,0.140,9
M,0.450,0.325,0.115,0.431,0.224,0.079,0.116,8
I,0.450,0.335,0.095,0.351,0.162,0.063,0.119,7
I,0.455,0.340,0.115,0.486,0.261,0.066,0.132,8
I,0.460,0.350,0.100,0.471,0.252,0.077,0.123,8
I,0.460,0.345,0.105,0.415,0.187,0.087,0.110,8
I,0.475,0.355,0.115,0.520,0.279,0.088,0.133,7
M,0.480,0.375,0.120,0.590,0.254,0.128,0.172,11
I,0.485,0.380,0.125,0.522,0.222,0.118,0.160,8
I,0.485,0.365,0.140,0.448,0.190,0.093,0.231,8
I,0.490,0.365,0.125,0.559,0.252,0.126,0.162,10
I,0.505,0.385,0.125,0.596,0.245,0.097,0.210,9
I,0.505,0.380,0.135,0.539,0.265,0.095,0.165,9
I,0.510,0.385,0.145,0.767,0.399,0.140,0.181,8
F,0.515,0.395,0.135,0.516,0.202,0.132,0.162,9
M,0.515,0.410,0.140,0.736,0.307,0.137,0.200,7
I,0.515,0.390,0.110,0.531,0.242,0.098,0.162,8
I,0.525,0.385,0.130,0.607,0.236,0.125,0.195,8
F,0.525,0.415,0.150,0.706,0.329,0.147,0.199,10
I,0.525,0.400,0.130,0.645,0.345,0.129,0.200,8
I,0.525,0.375,0.120,0.632,0.305,0.114,0.190,9
M,0.535,0.430,0.155,0.785,0.329,0.169,0.245,10
F,0.545,0.440,0.150,0.948,0.366,0.239,0.275,8
I,0.550,0.430,0.145,0.712,0.303,0.152,0.225,10
I,0.550,0.425,0.145,0.890,0.433,0.171,0.236,10
I,0.550,0.420,0.155,0.912,0.495,0.181,0.205,9
I,0.550,0.425,0.135,0.656,0.257,0.170,0.203,10
I,0.550,0.465,0.150,0.936,0.481,0.174,0.244,9
I,0.555,0.435,0.145,0.698,0.262,0.158,0.240,11
F,0.555,0.445,0.175,1.147,0.551,0.244,0.279,8
I,0.560,0.440,0.140,0.825,0.402,0.139,0.245,10
I,0.560,0.435,0.135,0.720,0.329,0.103,0.251,11
I,0.565,0.430,0.150,0.822,0.332,0.169,0.290,11
F,0.570,0.445,0.155,1.017,0.527,0.203,0.265,10
F,0.575,0.435,0.155,0.898,0.412,0.233,0.230,9
M,0.580,0.440,0.175,1.226,0.541,0.271,0.327,10
F,0.580,0.465,0.145,0.987,0.470,0.216,0.250,11
F,0.580,0.425,0.150,0.844,0.365,0.185,0.271,9
I,0.585,0.460,0.145,0.847,0.339,0.167,0.295,10
M,0.585,0.465,0.165,0.885,0.403,0.163,0.274,10
I,0.585,0.420,0.145,0.674,0.290,0.135,0.220,9
F,0.585,0.455,0.130,0.876,0.411,0.207,0.225,8
M,0.590,0.470,0.145,0.924,0.455,0.173,0.254,9
M,0.590,0.475,0.140,0.977,0.463,0.203,0.275,10
M,0.595,0.475,0.140,1.031,0.493,0.217,0.278,10
M,0.600,0.480,0.090,1.050,0.457,0.269,0.280,8
M,0.600,0.495,0.185,1.115,0.506,0.264,0.367,11
M,0.600,0.450,0.145,0.877,0.433,0.155,0.240,9
M,0.600,0.510,0.185,1.285,0.610,0.275,0.315,9
M,0.610,0.480,0.185,1.307,0.690,0.292,0.290,10
F,0.610,0.450,0.130,0.873,0.389,0.172,0.272,11
F,0.615,0.460,0.150,1.027,0.494,0.201,0.275,10
F,0.620,0.465,0.140,1.161,0.601,0.220,0.307,9
F,0.620,0.480,0.165,1.013,0.533,0.437,0.324,10
M,0.625,0.500,0.140,1.096,0.545,0.217,0.295,10
M,0.625,0.490,0.165,1.205,0.518,0.311,0.347,10
M,0.630,0.505,0.175,1.221,0.555,0.252,0.340,12
F,0.630,0.475,0.155,1.001,0.452,0.252,0.265,10
M,0.630,0.470,0.150,1.136,0.539,0.233,0.312,12
M,0.630,0.525,0.195,1.314,0.494,0.257,0.465,10
M,0.640,0.505,0.155,1.196,0.557,0.211,0.346,11
M,0.640,0.485,0.150,1.098,0.520,0.222,0.318,10
M,0.640,0.495,0.170,1.139,0.540,0.282,0.285,10
F,0.640,0.495,0.170,1.227,0.490,0.377,0.288,11
M,0.640,0.515,0.080,1.042,0.515,0.176,0.175,10
M,0.650,0.520,0.155,1.368,0.619,0.288,0.365,9
M,0.650,0.510,0.175,1.446,0.649,0.271,0.450,12
F,0.660,0.505,0.190,1.405,0.626,0.338,0.375,9
F,0.660,0.525,0.200,1.463,0.653,0.300,0.422,11
F,0.675,0.525,0.170,1.711,0.837,0.352,0.475,9
M,0.700,0.540,0.205,1.740,0.789,0.373,0.487,13
F,0.705,0.540,0.205,1.757,0.827,0.417,0.461,9
M,0.710,0.565,0.200,1.601,0.706,0.321,0.450,11
M,0.720,0.550,0.205,2.165,1.106,0.525,0.404,10
M,0.725,0.570,0.190,2.331,1.253,0.541,0.520,9
I,0.240,0.170,0.050,0.055,0.021,0.016,0.016,5
I,0.255,0.195,0.055,0.073,0.029,0.017,0.021,4
I,0.275,0.200,0.055,0.093,0.038,0.021,0.026,4
I,0.320,0.235,0.090,0.183,0.098,0.034,0.042,7
I,0.325,0.240,0.075,0.153,0.072,0.065,0.043,6
I,0.330,0.225,0.075,0.187,0.095,0.040,0.043,7
I,0.360,0.270,0.090,0.232,0.120,0.044,0.056,8
I,0.375,0.265,0.095,0.196,0.085,0.042,0.059,5
I,0.375,0.285,0.090,0.255,0.119,0.060,0.068,6
I,0.390,0.290,0.090,0.263,0.117,0.054,0.077,7
I,0.450,0.335,0.105,0.362,0.158,0.080,0.110,7
I,0.455,0.350,0.105,0.445,0.213,0.107,0.112,7
I,0.460,0.365,0.115,0.511,0.237,0.118,0.123,7
I,0.495,0.375,0.120,0.589,0.308,0.122,0.141,8
M,0.500,0.365,0.130,0.595,0.309,0.109,0.154,9
I,0.500,0.375,0.120,0.529,0.224,0.123,0.160,8
M,0.520,0.400,0.105,0.872,0.452,0.162,0.199,9
I,0.520,0.395,0.145,0.770,0.424,0.142,0.190,7
F,0.525,0.430,0.135,0.844,0.433,0.180,0.182,9
M,0.535,0.405,0.140,0.818,0.402,0.172,0.189,7
F,0.540,0.420,0.140,0.804,0.380,0.181,0.210,9
F,0.540,0.415,0.150,0.812,0.388,0.188,0.204,9
F,0.570,0.425,0.130,0.782,0.370,0.175,0.197,8
M,0.570,0.420,0.140,0.875,0.416,0.165,0.250,8
M,0.580,0.445,0.160,0.984,0.490,0.201,0.270,9
F,0.580,0.445,0.135,0.950,0.484,0.182,0.233,8
M,0.590,0.470,0.155,1.174,0.625,0.233,0.260,9
F,0.590,0.455,0.150,0.976,0.465,0.206,0.277,10
M,0.590,0.485,0.155,1.079,0.454,0.244,0.310,9
M,0.595,0.435,0.160,1.057,0.426,0.224,0.310,9
M,0.600,0.475,0.175,1.110,0.511,0.256,0.285,9
M,0.600,0.450,0.160,1.142,0.539,0.225,0.307,10
M,0.605,0.475,0.190,1.126,0.590,0.247,0.260,10
F,0.620,0.480,0.170,1.105,0.535,0.250,0.287,10
M,0.625,0.475,0.175,1.341,0.656,0.283,0.337,10
M,0.625,0.500,0.130,1.082,0.579,0.205,0.250,8
F,0.625,0.485,0.160,1.254,0.591,0.259,0.349,9
M,0.630,0.490,0.165,1.201,0.575,0.273,0.294,10
M,0.630,0.485,0.160,1.243,0.623,0.275,0.300,10
F,0.635,0.510,0.185,1.286,0.526,0.295,0.411,12
F,0.645,0.490,0.160,1.167,0.494,0.316,0.299,9
F,0.645,0.490,0.160,1.144,0.502,0.289,0.319,8
F,0.650,0.525,0.190,1.385,0.888,0.310,0.405,11
F,0.655,0.515,0.155,1.309,0.524,0.346,0.385,11
F,0.655,0.515,0.170,1.527,0.849,0.264,0.331,11
M,0.665,0.515,0.190,1.639,0.831,0.358,0.371,11
M,0.695,0.540,0.195,1.691,0.768,0.363,0.476,11
F,0.720,0.565,0.180,1.719,0.847,0.407,0.388,11
F,0.720,0.550,0.180,1.520,0.637,0.325,0.435,10
F,0.720,0.565,0.170,1.613,0.723,0.326,0.495,12
M,0.735,0.570,0.210,2.236,1.171,0.463,0.532,10
M,0.740,0.595,0.190,2.324,1.150,0.512,0.505,11
I,0.310,0.230,0.070,0.125,0.051,0.027,0.038,6
I,0.315,0.235,0.075,0.129,0.051,0.028,0.041,4
I,0.320,0.205,0.080,0.181,0.088,0.034,0.050,5
I,0.325,0.250,0.075,0.159,0.075,0.031,0.046,6
I,0.335,0.260,0.090,0.197,0.088,0.041,0.056,7
I,0.370,0.280,0.085,0.198,0.081,0.046,0.058,5
I,0.370,0.270,0.090,0.186,0.070,0.043,0.065,7
I,0.375,0.280,0.085,0.215,0.086,0.049,0.072,7
I,0.400,0.315,0.090,0.325,0.151,0.073,0.088,8
I,0.410,0.305,0.095,0.263,0.100,0.052,0.090,6
I,0.425,0.340,0.100,0.371,0.150,0.087,0.115,8
I,0.435,0.335,0.095,0.298,0.109,0.058,0.115,7
I,0.445,0.310,0.090,0.336,0.156,0.090,0.086,7
I,0.460,0.360,0.140,0.447,0.161,0.087,0.160,9
F,0.465,0.350,0.110,0.409,0.165,0.102,0.131,8
I,0.470,0.385,0.130,0.587,0.264,0.117,0.174,8
I,0.475,0.375,0.110,0.494,0.211,0.109,0.155,8
I,0.495,0.375,0.120,0.614,0.286,0.137,0.161,8
I,0.500,0.390,0.130,0.508,0.212,0.104,0.176,9
I,0.500,0.370,0.120,0.545,0.249,0.107,0.152,8
I,0.505,0.425,0.125,0.612,0.245,0.138,0.200,9
I,0.505,0.400,0.125,0.561,0.226,0.144,0.170,8
M,0.505,0.365,0.115,0.521,0.250,0.096,0.150,8
I,0.510,0.400,0.145,0.578,0.231,0.143,0.177,9
I,0.510,0.400,0.125,0.594,0.239,0.130,0.204,8
I,0.520,0.400,0.110,0.597,0.294,0.116,0.160,8
M,0.520,0.465,0.150,0.951,0.456,0.199,0.255,8
I,0.530,0.380,0.125,0.616,0.292,0.113,0.185,8
M,0.530,0.405,0.150,0.832,0.352,0.187,0.253,10
F,0.535,0.445,0.125,0.873,0.417,0.199,0.240,8
I,0.540,0.425,0.130,0.816,0.368,0.137,0.246,11
I,0.540,0.415,0.110,0.619,0.276,0.150,0.177,10
I,0.545,0.430,0.130,0.760,0.358,0.153,0.206,8
I,0.545,0.430,0.150,0.742,0.353,0.158,0.208,10
I,0.550,0.435,0.165,0.804,0.340,0.194,0.244,8
I,0.550,0.425,0.130,0.664,0.270,0.163,0.210,8
F,0.550,0.435,0.140,0.745,0.347,0.174,0.227,9
I,0.560,0.430,0.130,0.728,0.336,0.144,0.218,8
I,0.560,0.435,0.130,0.777,0.354,0.173,0.222,9
F,0.575,0.425,0.150,0.877,0.455,0.180,0.228,8
I,0.575,0.455,0.160,0.990,0.495,0.195,0.246,9
M,0.575,0.450,0.165,0.966,0.498,0.190,0.230,8
M,0.580,0.465,0.150,0.907,0.371,0.197,0.290,8
M,0.580,0.460,0.150,1.049,0.521,0.194,0.305,10
F,0.580,0.450,0.170,0.971,0.462,0.232,0.248,9
F,0.580,0.450,0.150,0.920,0.393,0.212,0.290,9
M,0.580,0.445,0.150,0.953,0.432,0.195,0.287,11
F,0.580,0.440,0.125,0.786,0.363,0.196,0.195,11
I,0.585,0.450,0.135,0.855,0.380,0.187,0.260,9
M,0.590,0.500,0.150,1.142,0.485,0.265,0.345,9
I,0.590,0.460,0.125,0.755,0.334,0.150,0.238,9
I,0.590,0.475,0.145,0.975,0.468,0.207,0.259,10
M,0.595,0.470,0.155,1.202,0.492,0.387,0.265,10
M,0.595,0.460,0.170,1.130,0.570,0.256,0.265,10
I,0.600,0.445,0.135,0.921,0.445,0.204,0.253,9
F,0.600,0.480,0.170,1.056,0.458,0.244,0.314,10
M,0.600,0.450,0.195,1.340,0.617,0.326,0.361,10
F,0.600,0.450,0.150,0.963,0.438,0.223,0.278,9
M,0.600,0.465,0.165,1.048,0.465,0.235,0.315,11
F,0.605,0.495,0.170,1.092,0.437,0.272,0.335,13
M,0.605,0.490,0.180,1.167,0.457,0.290,0.375,9
I,0.605,0.480,0.155,1.000,0.425,0.199,0.300,10
I,0.610,0.425,0.155,1.049,0.507,0.196,0.274,11
F,0.610,0.470,0.195,1.274,0.469,0.332,0.398,12
M,0.610,0.480,0.140,1.063,0.516,0.225,0.292,11
I,0.610,0.490,0.160,1.155,0.587,0.239,0.292,11
F,0.615,0.475,0.175,1.194,0.559,0.259,0.317,11
F,0.615,0.515,0.135,1.122,0.545,0.231,0.290,9
M,0.615,0.455,0.150,0.934,0.382,0.247,0.262,10
F,0.615,0.495,0.165,1.198,0.542,0.287,0.319,10
F,0.620,0.475,0.150,0.955,0.455,0.187,0.277,9
M,0.620,0.475,0.195,1.359,0.594,0.337,0.375,10
M,0.625,0.495,0.175,1.208,0.531,0.281,0.353,11
M,0.625,0.515,0.165,1.217,0.667,0.207,0.312,10
F,0.625,0.500,0.160,1.217,0.573,0.207,0.355,11
F,0.625,0.490,0.145,0.920,0.437,0.174,0.280,10
M,0.625,0.490,0.120,0.877,0.456,0.180,0.233,10
F,0.630,0.480,0.165,1.262,0.551,0.277,0.389,10
M,0.630,0.530,0.180,1.280,0.618,0.256,0.315,9
F,0.630,0.485,0.185,1.167,0.548,0.249,0.340,10
M,0.630,0.510,0.170,1.189,0.492,0.307,0.348,7
F,0.635,0.485,0.190,1.377,0.634,0.289,0.406,11
M,0.635,0.520,0.175,1.292,0.600,0.269,0.367,11
M,0.635,0.485,0.180,1.180,0.479,0.278,0.355,10
F,0.635,0.500,0.190,1.290,0.593,0.305,0.352,8
M,0.635,0.515,0.160,1.208,0.539,0.282,0.345,11
M,0.640,0.505,0.180,1.297,0.590,0.313,0.363,11
M,0.640,0.575,0.175,1.459,0.625,0.266,0.440,11
F,0.645,0.485,0.150,1.151,0.594,0.232,0.293,12
F,0.645,0.520,0.170,1.197,0.526,0.293,0.317,11
M,0.645,0.495,0.190,1.539,0.612,0.408,0.445,12
M,0.650,0.520,0.195,1.676,0.693,0.440,0.470,15
F,0.650,0.565,0.200,1.665,0.753,0.367,0.430,12
F,0.655,0.500,0.205,1.528,0.622,0.373,0.454,11
F,0.655,0.515,0.200,1.494,0.726,0.309,0.405,12
F,0.660,0.525,0.160,1.277,0.498,0.319,0.394,13
F,0.660,0.525,0.180,1.597,0.777,0.397,0.361,10
F,0.665,0.510,0.175,1.381,0.675,0.299,0.325,10
I,0.670,0.485,0.175,1.257,0.536,0.322,0.386,9
F,0.670,0.525,0.190,1.527,0.576,0.353,0.440,12
M,0.670,0.525,0.170,1.401,0.715,0.303,0.387,9
M,0.670,0.525,0.195,1.441,0.660,0.268,0.425,9
M,0.670,0.540,0.175,1.482,0.739,0.293,0.365,10
M,0.680,0.515,0.160,1.235,0.618,0.263,0.325,11
F,0.680,0.505,0.170,1.344,0.657,0.297,0.355,12
M,0.685,0.505,0.190,1.533,0.667,0.406,0.410,10
M,0.690,0.515,0.180,1.845,0.982,0.466,0.341,13
M,0.715,0.550,0.175,1.825,0.938,0.381,0.440,11
M,0.720,0.580,0.190,2.089,0.996,0.478,0.531,13
M,0.735,0.590,0.205,2.087,0.909,0.474,0.625,12
M,0.745,0.575,0.200,1.884,0.954,0.336,0.495,12
I,0.320,0.215,0.095,0.305,0.140,0.067,0.089,6
I,0.430,0.345,0.115,0.430,0.212,0.108,0.109,8
I,0.430,0.330,0.100,0.449,0.254,0.083,0.097,6
M,0.485,0.365,0.155,1.029,0.424,0.229,0.313,8
M,0.490,0.355,0.155,0.981,0.465,0.202,0.251,8
I,0.500,0.370,0.115,0.575,0.306,0.112,0.141,7
F,0.505,0.380,0.130,0.693,0.391,0.120,0.152,8
F,0.510,0.370,0.210,1.183,0.508,0.292,0.343,9
F,0.525,0.410,0.135,0.791,0.407,0.198,0.177,8
F,0.535,0.400,0.150,1.224,0.618,0.275,0.288,10
I,0.535,0.400,0.135,0.775,0.368,0.208,0.206,8
M,0.535,0.405,0.175,1.271,0.548,0.327,0.337,13
M,0.555,0.405,0.190,1.406,0.612,0.342,0.389,10
M,0.555,0.425,0.150,0.873,0.463,0.185,0.197,9
M,0.560,0.425,0.135,0.942,0.509,0.202,0.198,9
